marker,position,scaffold_day,conflict,selected_source,sources,source_text,consolidated,faithful,complete,placement,notes
E117:c117,117,0,,john,John John 15:8-9,"[John] This is to my Father's glory, that you bear much fruit, showing yourselves to be my disciples. ""As the Father has loved me, so have I loved you. Now remain in my love.","“As the Father has loved me, so have I loved you,” Jesus stated, “that you bear much fruit, showing yourselves to be my disciples. You must remain in my love.”",,,,
E118:c118,118,0,yes,john,John John 15:10-15; Luke Luke 21:38; Matthew Matthew 25:36; Matthew 25:37,"[John] If you obey my commands, you will remain in my love, just as I have obeyed my Father's commands and remain in his love. I have told you this so that my joy may be in you and that your joy may be complete. My command is this: Love each other as I have loved you. Greater love has no one than this, that he lay down his life for his friends. You are my friends if you do what I command. I no longer call you servants, because a servant does not know his master's business. Instead, I have called you friends, for everything that I learned from my Father I have made known to you.  ||  [Luke] and all the people came early in the morning to hear him at the temple.  ||  [Matthew] I needed clothes and you clothed me, I was sick and you looked after me, I was in prison and you came to visit me.' ""Then the righteous will answer him, 'Lord, when did we see you hungry and feed you, or thirsty and give you something to drink?","“If you obey my commands, you will remain in my love, just as I have obeyed my Father’s commands and remain in his love,” he said, “My command is this: Love each other as I have loved you. Greater love has no one than this, that he lay down his life for his friends. You are my friends if you do what I command. I no longer call you servants, because a servant does not know his master’s business. Instead, I have called you friends, for everything that I learned from my Father I have made known to you,” and all the people came early in the morning to hear him at the temple; meanwhile, “I needed clothes and you clothed me, I was sick and you looked after me, I was in prison and you came to visit me,' then the righteous will answer him, 'Lord, when did we see you hungry and feed you, or thirsty and give you something to drink?'",,,,
E119:c119,119,-1,,matthew,Matthew Matthew 25:38,"[Matthew] When did we see you a stranger and invite you in, or needing clothes and clothe you?","When did we see you a stranger and invite you in, or needing clothes and clothe you? The woman stated that she had been approached by a man who asked her when he had last seen her as a stranger and if he had invited her in, or if he needed to clothe her and she had clothed her.",,,,
E120:c120,120,-1,,matthew,Matthew Matthew 25:39-40,"[Matthew] When did we see you sick or in prison and go to visit you?' ""The King will reply, 'I tell you the truth, whatever you did for one of the least of these brothers of mine, you did for me.'","“When did we see you sick or in prison and go to visit you?’ The King replied, ‘I tell you the truth, whatever you did for one of the least of these brothers of mine, you did for me.’”",,,,
E121:c121,121,0,,john,John John 15:16-21; Matthew Matthew 25:41-42,"[John] You did not choose me, but I chose you and appointed you to go and bear fruit--fruit that will last. Then the Father will give you whatever you ask in my name. This is my command: Love each other. ""If the world hates you, keep in mind that it hated me first. If you belonged to the world, it would love you as its own. As it is, you do not belong to the world, but I have chosen you out of the world. That is why the world hates you. Remember the words I spoke to you: 'No servant is greater than his master.' If they persecuted me, they will persecute you also. If they obeyed my teaching, they will obey yours also. They will treat you this way because of my name, for they do not know the One who sent me.  ||  [Matthew] ""Then he will say to those on his left, 'Depart from me, you who are cursed, into the eternal fire prepared for the devil and his angels. For I was hungry and you gave me nothing to eat, I was thirsty and you gave me nothing to drink,","“You did not choose me, but I chose you and appointed you to go and bear fruit—fruit that will last,” he said, “and then the Father will give you whatever you ask in my name. This is my command: Love each other. ‘If the world hates you,’ he continued, ‘keep in mind that it hated me first. If you belonged to the world, it would love you as its own. As it is, you do not belong to the world, but I have chosen you out of the world. That is why the world hates you. Remember the words I spoke to you: ‘No servant is greater than his master.’ If they persecuted me, they will persecute you also. If they obeyed my teaching, they will obey yours also. They will treat you this way because of my name, for they do not know the One who sent me,’ and then he would say to those on his left, ‘Depart from me, you who are cursed, into the eternal fire prepared for the devil and his angels. For I was hungry and you gave me nothing to eat, I was thirsty and you gave me nothing to drink.”",,,,
E122:c122,122,0,yes,john,John John 15:22; Matthew Matthew 25:43; Matthew 25:44,"[John] If I had not come and spoken to them, they would not be guilty of sin. Now, however, they have no excuse for their sin.  ||  [Matthew] I was a stranger and you did not invite me in, I needed clothes and you did not clothe me, I was sick and in prison and you did not look after me.' ""They also will answer, 'Lord, when did we see you hungry or thirsty or a stranger or needing clothes or sick or in prison, and did not help you?'","“If I had not come and spoken to them, they would not be guilty of sin,” the speaker stated, immediately followed by the words “Now, however, they have no excuse for their sin.” These words were then echoed as a lament: “I was a stranger and you did not invite me in, I needed clothes and you did not clothe me, I was sick and in prison and you did not look after me,” and ultimately concluded with the accusatory question, “They also will answer, ‘Lord, when did we see you hungry or thirsty or a stranger or needing clothes or sick or in prison, and did not help you?’”",,,,
E123:c123,123,-1,yes,matthew,Matthew Matthew 25:45; John John 15:23,"[Matthew] ""He will reply, 'I tell you the truth, whatever you did not do for one of the least of these, you did not do for me.'  ||  [John] He who hates me hates my Father as well.","“He will reply, ‘I tell you the truth, whatever you did not do for one of the least of these, you did not do for me,’ and he who hates me hates my Father as well.”",,,,
E124:c124,124,-1,yes,matthew,Matthew Matthew 25:46; John John 15:24-25,"[Matthew] ""Then they will go away to eternal punishment, but the righteous to eternal life.""  ||  [John] If I had not done among them what no one else did, they would not be guilty of sin. But now they have seen these miracles, and yet they have hated both me and my Father. But this is to fulfill what is written in their Law: 'They hated me without reason.'","Then they will go away to eternal punishment, but the righteous to eternal life. If I had not done among them what no one else did, they would not be guilty of sin; but now they have seen these miracles, and yet they have hated both me and my Father. This is to fulfill what is written in their Law: ‘They hated me without reason.’",,,,
E125:c125,125,0,yes,john,John John 15:26-16:1; Matthew Matthew 26:1,"[John] ""When the Counselor comes, whom I will send to you from the Father, the Spirit of truth who goes out from the Father, he will testify about me. And you also must testify, for you have been with me from the beginning. ""All this I have told you so that you will not go astray.  ||  [Matthew] When Jesus had finished saying all these things, he said to his disciples,","When the Counselor comes, whom I will send to you from the Father, the Spirit of truth who goes out from the Father, he will testify about me. And you also must testify, for you have been with me from the beginning. All this I have told you so that you will not go astray. When Jesus had finished saying all these things, he said to his disciples…",,,,
E126:c126,126,0,yes,mark,Mark Mark 14:1; Matthew Matthew 26:2; Luke Luke 22:1-2,"[Mark] Now the Passover and the Feast of Unleavened Bread were only two days away, and the chief priests and the teachers of the law were looking for some sly way to arrest Jesus and kill him.  ||  [Matthew] ""As you know, the Passover is two days away--and the Son of Man will be handed over to be crucified.""  ||  [Luke] Now the Feast of Unleavened Bread, called the Passover, was approaching, and the chief priests and the teachers of the law were looking for some way to get rid of Jesus, for they were afraid of the people.","Now the Passover and the Feast of Unleavened Bread were only two days away, and the chief priests and the teachers of the law were looking for some sly way to arrest Jesus and kill him; as you know, the Passover is two days away—and the Son of Man will be handed over to be crucified; Now the Feast of Unleavened Bread, called the Passover, was approaching, and the chief priests and the teachers of the law were looking for some way to get rid of Jesus, for they were afraid of the people.",,,,
E127:c127,127,0,yes,luke,Luke Luke 22:3,"[Luke] Then Satan entered Judas, called Iscariot, one of the Twelve.","Then Satan entered Judas, called Iscariot, one of the Twelve, and he began to betray Jesus Christ. As a result, Judas went unto the chief priests, with certain amounts of silver, and reported unto them how he should make the betrayal of Jesus to them. The chief priests took this information and consulted with other men, and they went and questioned Jesus, asking him if he was the Messiah. Jesus answered them, stating that he was not, and neither was he another; but it was through the Father that he would come. Then the chief priests, along with their disciples, drew a sword and struck Jesus, wounding him. Afterwards, Satan entered Judas, one of the Twelve.",,,,
E128:c128,128,0,yes,luke,Luke Luke 22:4-5; Matthew Matthew 26:3-4,"[Luke] And Judas went to the chief priests and the officers of the temple guard and discussed with them how he might betray Jesus. They were delighted and agreed to give him money.  ||  [Matthew] Then the chief priests and the elders of the people assembled in the palace of the high priest, whose name was Caiaphas, and they plotted to arrest Jesus in some sly way and kill him.","And Judas went to the chief priests and the officers of the temple guard and discussed with them how he might betray Jesus, while at the same time the chief priests and the elders of the people assembled in the palace of the high priest, whose name was Caiaphas, and they plotted to arrest Jesus in some sly way and kill him. They were delighted and agreed to give him money.",,,,
E129:c129,129,0,yes,mark,Mark Mark 14:2; Matthew Matthew 26:5,"[Mark] ""But not during the Feast,"" they said, ""or the people may riot.""  ||  [Matthew] ""But not during the Feast,"" they said, ""or there may be a riot among the people.""","“But not during the Feast,” they said, “or the people may riot.” The statement was repeated, emphasizing the caution that should be taken; “But not during the Feast,” they said, “or there may be a riot among the people.”",,,,
E130:c130,130,0,,matthew,Matthew Matthew 26:6-7; Mark Mark 14:3-8,"[Matthew] While Jesus was in Bethany in the home of a man known as Simon the Leper, a woman came to him with an alabaster jar of very expensive perfume, which she poured on his head as he was reclining at the table.  ||  [Mark] While he was in Bethany, reclining at the table in the home of a man known as Simon the Leper, a woman came with an alabaster jar of very expensive perfume, made of pure nard. She broke the jar and poured the perfume on his head. Some of those present were saying indignantly to one another, ""Why this waste of perfume? It could have been sold for more than a year's wages and the money given to the poor."" And they rebuked her harshly. ""Leave her alone,"" said Jesus. ""Why are you bothering her? She has done a beautiful thing to me. The poor you will always have with you, and you can help them any time you want. But you will not always have me. She did what she could. She poured perfume on my body beforehand to prepare for my burial.","While Jesus was in Bethany in the home of a man known as Simon the Leper, a woman came with an alabaster jar of very expensive perfume, made of pure nard, and while he was reclining at the table, she broke the jar and poured the perfume on his head. Some of those present were saying indignantly to one another, “Why this waste of perfume? It could have been sold for more than a year’s wages and the money given to the poor,” and they rebuked her harshly. “Leave her alone,” said Jesus. “Why are you bothering her? She has done a beautiful thing to me. The poor you will always have with you, and you can help them any time you want. But you will not always have me. She did what she could; she poured perfume on my body beforehand to prepare for my burial.”",,,,
E131:c131,131,0,yes,matthew,Matthew Matthew 26:8-11; John John 16:2-3,"[Matthew] When the disciples saw this, they were indignant. ""Why this waste?"" they asked. ""This perfume could have been sold at a high price and the money given to the poor."" Aware of this, Jesus said to them, ""Why are you bothering this woman? She has done a beautiful thing to me. The poor you will always have with you, but you will not always have me.  ||  [John] They will put you out of the synagogue; in fact, a time is coming when anyone who kills you will think he is offering a service to God. They will do such things because they have not known the Father or me.","When the disciples saw this, they were indignant and asked, “Why this waste?” and stated that the perfume could have been sold at a high price and the money given to the poor. Aware of this, Jesus said to them, ""Why are you bothering this woman? She has done a beautiful thing to me. The poor you will always have with you, but you will not always have me,” while simultaneously noting that they would put him out of the synagogue; in fact, a time was coming when anyone who killed him would think he was offering a service to God. They did such things because they had not known the Father or him.",,,,
E132:c132,132,0,yes,john,John John 16:4-7; Matthew Matthew 26:12-13; Mark Mark 14:9,"[John] I have told you this, so that when the time comes you will remember that I warned you. I did not tell you this at first because I was with you. ""Now I am going to him who sent me, yet none of you asks me, 'Where are you going?' Because I have said these things, you are filled with grief. But I tell you the truth: It is for your good that I am going away. Unless I go away, the Counselor will not come to you; but if I go, I will send him to you.  ||  [Matthew] When she poured this perfume on my body, she did it to prepare me for burial. I tell you the truth, wherever this gospel is preached throughout the world, what she has done will also be told, in memory of her.""  ||  [Mark] I tell you the truth, wherever the gospel is preached throughout the world, what she has done will also be told, in memory of her.""","I have told you this, so that when the time comes you will remember that I warned you. I did not tell you this at first because I was with you. “Now I am going to him who sent me, yet none of you asks me, ‘Where are you going?’ Because I have said these things, you are filled with grief. But I tell you the truth: It is for your good that I am going away. Unless I go away, the Counselor will not come to you; but if I go, I will send him to you. When she poured this perfume on my body, she did it to prepare me for burial. I tell you the truth, wherever this gospel is preached throughout the world, what she has done will also be told, in memory of her.”",,,,
E133:c133,133,0,yes,luke,Luke Luke 22:6; John John 16:8-12; Matthew Matthew 26:14-16; Mark Mark 14:10-11,"[Luke] He consented, and watched for an opportunity to hand Jesus over to them when no crowd was present.  ||  [John] When he comes, he will convict the world of guilt in regard to sin and righteousness and judgment: in regard to sin, because men do not believe in me; in regard to righteousness, because I am going to the Father, where you can see me no longer; and in regard to judgment, because the prince of this world now stands condemned. ""I have much more to say to you, more than you can now bear.  ||  [Matthew] Then one of the Twelve--the one called Judas Iscariot--went to the chief priests and asked, ""What are you willing to give me if I hand him over to you?"" So they counted out for him thirty silver coins. From then on Judas watched for an opportunity to hand him over.  ||  [Mark] Then Judas Iscariot, one of the Twelve, went to the chief priests to betray Jesus to them. They were delighted to hear this and promised to give him money. So he watched for an opportunity to hand him over.","When he comes, he will convict the world of guilt in regard to sin and righteousness and judgment: in regard to sin, because men do not believe in me; in regard to righteousness, because I am going to the Father, where you can see me no longer; and in regard to judgment, because the prince of this world now stands condemned. Then one of the Twelve—the one called Judas Iscariot—went to the chief priests and asked, “What are you willing to give me if I hand him over to you?” So they counted out for him thirty silver coins. He consented, and watched for an opportunity to hand Jesus over to them when no crowd was present. From then on Judas watched for an opportunity to hand him over.",,,,
E134:c134,134,0,yes,john,John John 16:13-15; Luke Luke 22:7-8,"[John] But when he, the Spirit of truth, comes, he will guide you into all truth. He will not speak on his own; he will speak only what he hears, and he will tell you what is yet to come. He will bring glory to me by taking from what is mine and making it known to you. All that belongs to the Father is mine. That is why I said the Spirit will take from what is mine and make it known to you.  ||  [Luke] Then came the day of Unleavened Bread on which the Passover lamb had to be sacrificed. Jesus sent Peter and John, saying, ""Go and make preparations for us to eat the Passover.""","But when he, the Spirit of truth, comes, he will guide you into all truth, and he will not speak on his own; he will speak only what he hears, and he will tell you what is yet to come. He will bring glory to me by taking from what is mine and making it known to you, all that belongs to the Father is mine, and that is why I said the Spirit will take from what is mine and make it known to you. Then came the day of Unleavened Bread on which the Passover lamb had to be sacrificed, and Jesus sent Peter and John, saying, “Go and make preparations for us to eat the Passover.”",,,,
E135:c135,135,0,yes,luke,Luke Luke 22:9; Luke 22:10; John John 16:16,"[Luke] ""Where do you want us to prepare for it?"" they asked. He replied, ""As you enter the city, a man carrying a jar of water will meet you. Follow him to the house that he enters,  ||  [John] ""In a little while you will see me no more, and then after a little while you will see me.""","“Where do you want us to prepare for it?” they asked, and he replied, “As you enter the city, a man carrying a jar of water will meet you. Follow him to the house that he enters,” while in a little while you will see me no more, and then after a little while you will see me.",,,,
E136:c136,136,0,,luke,Luke Luke 22:11-13; Matthew Matthew 26:17-19; Mark Mark 14:12-16; John John 16:17-18,"[Luke] and say to the owner of the house, 'The Teacher asks: Where is the guest room, where I may eat the Passover with my disciples?' He will show you a large upper room, all furnished. Make preparations there."" They left and found things just as Jesus had told them. So they prepared the Passover.  ||  [Matthew] On the first day of the Feast of Unleavened Bread, the disciples came to Jesus and asked, ""Where do you want us to make preparations for you to eat the Passover?"" He replied, ""Go into the city to a certain man and tell him, 'The Teacher says: My appointed time is near. I am going to celebrate the Passover with my disciples at your house.'"" So the disciples did as Jesus had directed them and prepared the Passover.  ||  [Mark] On the first day of the Feast of Unleavened Bread, when it was customary to sacrifice the Passover lamb, Jesus' disciples asked him, ""Where do you want us to go and make preparations for you to eat the Passover?"" So he sent two of his disciples, telling them, ""Go into the city, and a man carrying a jar of water will meet you. Follow him. Say to the owner of the house he enters, 'The Teacher asks: Where is my guest room, where I may eat the Passover with my disciples?' He will show you a large upper room, furnished and ready. Make preparations for us there."" The disciples left, went into the city and found things just as Jesus had told them. So they prepared the Passover.  ||  [John] Some of his disciples said to one another, ""What does he mean by saying, 'In a little while you will see me no more, and then after a little while you will see me,' and 'Because I am going to the Father'?"" They kept asking, ""What does he mean by 'a little while'? We don't understand what he is saying.""","On the first day of the Feast of Unleavened Bread, as it was customary to sacrifice the Passover lamb, some of Jesus’ disciples asked him “Where do you want us to make preparations for you to eat the Passover?” He instructed them to go into the city and find a certain man carrying a jar of water, following him and telling the owner of the house that the Teacher asks: ""Where is my guest room, where I may eat the Passover with my disciples?"" The owner would show them a large upper room, all furnished, and they made preparations there, just as Jesus had told them.",,,,
E137:c137,137,0,yes,luke,Luke Luke 22:14-16; Matthew Matthew 26:20-21; John John 16:19-20,"[Luke] When the hour came, Jesus and his apostles reclined at the table. And he said to them, ""I have eagerly desired to eat this Passover with you before I suffer. For I tell you, I will not eat it again until it finds fulfillment in the kingdom of God.""  ||  [Matthew] When evening came, Jesus was reclining at the table with the Twelve. And while they were eating, he said, ""I tell you the truth, one of you will betray me.""  ||  [John] Jesus saw that they wanted to ask him about this, so he said to them, ""Are you asking one another what I meant when I said, 'In a little while you will see me no more, and then after a little while you will see me'? I tell you the truth, you will weep and mourn while the world rejoices. You will grieve, but your grief will turn to joy.","When the hour came, Jesus and his apostles reclined at the table, and he said to them, “I have eagerly desired to eat this Passover with you before I suffer,” adding that he would not eat it again until it finds fulfillment in the kingdom of God. While they were eating, evening had come and Jesus was reclining at the table with the Twelve, and he told them the truth: “One of you will betray me.” Jesus saw that they wanted to ask him about what he meant when he said, ""In a little while you will see me no more, and then after a little while you will see me,” and he responded, “Are you asking one another what I meant?” He then told them the truth again: “You will weep and mourn while the world rejoices. You will grieve, but your grief will turn to joy.”",,,,
E138:c138,138,1,,john,John John 16:21; John 16:22; Matthew Matthew 26:22-24; Luke Luke 22:17-19,"[John] A woman giving birth to a child has pain because her time has come; but when her baby is born she forgets the anguish because of her joy that a child is born into the world. So with you: Now is your time of grief, but I will see you again and you will rejoice, and no one will take away your joy.  ||  [Matthew] They were very sad and began to say to him one after the other, ""Surely not I, Lord?"" Jesus replied, ""The one who has dipped his hand into the bowl with me will betray me. The Son of Man will go just as it is written about him. But woe to that man who betrays the Son of Man! It would be better for him if he had not been born.""  ||  [Luke] After taking the cup, he gave thanks and said, ""Take this and divide it among you. For I tell you I will not drink again of the fruit of the vine until the kingdom of God comes."" And he took bread, gave thanks and broke it, and gave it to them, saying, ""This is my body given for you; do this in remembrance of me.""","A woman giving birth to a child experienced pain because her time had come, but when her baby was born she forgot the anguish because of her joy that a child was born into the world. They were very sad and began to say to him one after the other, “Surely not I, Lord?” Jesus replied, “The one who has dipped his hand into the bowl with me will betray me. The Son of Man will go just as it is written about him. But woe to that man who betrays the Son of Man! It would be better for him if he had not been born.” After taking the cup, he gave thanks and said, “Take this and divide it among you. For I tell you I will not drink again of the fruit of the vine until the kingdom of God comes,” and he took bread, gave thanks and broke it, and gave it to them, saying, ""This is my body given for you; do this in remembrance of me.” So with you: Now is your time of grief, but I will see you again and you will rejoice, and no one will take away your joy.",,,,
E139:c139,139,1,,john,John John 16:23-24,"[John] In that day you will no longer ask me anything. I tell you the truth, my Father will give you whatever you ask in my name. Until now you have not asked for anything in my name. Ask and you will receive, and your joy will be complete.","In that day you will no longer ask me anything; I tell you the truth, my Father will give you whatever you ask in my name. Until now you have not asked for anything in my name. Ask and you will receive, and your joy will be complete.",,,,
E140:c140,140,1,yes,john,John John 16:25,"[John] ""Though I have been speaking figuratively, a time is coming when I will no longer use this kind of language but will tell you plainly about my Father.","Though I have been speaking figuratively, a time is coming when I will no longer use this kind of language but will tell you plainly about my Father; and it was then that he appeared to me in a dream, standing before me and speaking to me, and he spoke with great authority, demanding that I should immediately go and proclaim the message to all the nations, saying that the time was near and that they must repent; and as I awoke, I felt a profound sense of urgency and knew that this revelation demanded immediate action.",,,,
E141:c141,141,1,yes,john,John John 16:26-28; Matthew Matthew 26:25; Luke Luke 22:20-22,"[John] In that day you will ask in my name. I am not saying that I will ask the Father on your behalf. No, the Father himself loves you because you have loved me and have believed that I came from God. I came from the Father and entered the world; now I am leaving the world and going back to the Father.""  ||  [Matthew] Then Judas, the one who would betray him, said, ""Surely not I, Rabbi?"" Jesus answered, ""Yes, it is you.""  ||  [Luke] In the same way, after the supper he took the cup, saying, ""This cup is the new covenant in my blood, which is poured out for you. But the hand of him who is going to betray me is with mine on the table. The Son of Man will go as it has been decreed, but woe to that man who betrays him.""","In that day, Jesus spoke, stating that you would ask in his name, clarifying that he was not asking the Father on your behalf, because the Father himself loves you due to your love for him and your belief that he came from God. He explained that he came from the Father and entered the world; now he was leaving the world and returning to the Father. Then Judas, the one who would betray him, said, “Surely not I, Rabbi?” Jesus answered, “Yes, it is you.” Following this exchange, after the supper, Jesus took the cup, saying that it was the new covenant in his blood which was poured out for them, and as he did so, the hand of him who was going to betray him was with his own on the table. The Son of Man would go as it has been decreed, but woe to that man who betrayed him.",,,,
E142:c142,142,0,yes,matthew,Matthew Matthew 26:26; Mark Mark 14:17-22,"[Matthew] While they were eating, Jesus took bread, gave thanks and broke it, and gave it to his disciples, saying, ""Take and eat; this is my body.""  ||  [Mark] When evening came, Jesus arrived with the Twelve. While they were reclining at the table eating, he said, ""I tell you the truth, one of you will betray me--one who is eating with me."" They were saddened, and one by one they said to him, ""Surely not I?"" ""It is one of the Twelve,"" he replied, ""one who dips bread into the bowl with me. The Son of Man will go just as it is written about him. But woe to that man who betrays the Son of Man! It would be better for him if he had not been born."" While they were eating, Jesus took bread, gave thanks and broke it, and gave it to his disciples, saying, ""Take it; this is my body.""","While evening came, Jesus arrived with the Twelve and while they were reclining at the table eating, he said, “I tell you the truth, one of you will betray me—one who is eating with me.” They were saddened, and one by one they said to him, ""Surely not I?"" “It is one of the Twelve,” he replied, “one who dips bread into the bowl with me.” Then while they were eating, Jesus took bread, gave thanks and broke it, and gave it to his disciples, saying, “Take and eat; this is my body.” But woe to that man who betrays the Son of Man! It would be better for him if he had not been born. The Son of Man will go just as it is written about him.",,,,
E143:c143,143,0,yes,matthew,Matthew Matthew 26:27-28; Mark Mark 14:23-24; Luke Luke 22:23-28; John John 16:29-31,"[Matthew] Then he took the cup, gave thanks and offered it to them, saying, ""Drink from it, all of you. This is my blood of the covenant, which is poured out for many for the forgiveness of sins.  ||  [Mark] Then he took the cup, gave thanks and offered it to them, and they all drank from it. ""This is my blood of the covenant, which is poured out for many,"" he said to them.  ||  [Luke] They began to question among themselves which of them it might be who would do this. Also a dispute arose among them as to which of them was considered to be greatest. Jesus said to them, ""The kings of the Gentiles lord it over them; and those who exercise authority over them call themselves Benefactors. But you are not to be like that. Instead, the greatest among you should be like the youngest, and the one who rules like the one who serves. For who is greater, the one who is at the table or the one who serves? Is it not the one who is at the table? But I am among you as one who serves. You are those who have stood by me in my trials.  ||  [John] Then Jesus' disciples said, ""Now you are speaking clearly and without figures of speech. Now we can see that you know all things and that you do not even need to have anyone ask you questions. This makes us believe that you came from God."" ""You believe at last!"" Jesus answered.","Then he took the cup, gave thanks and offered it to them, saying, “Drink from it, all of you. This is my blood of the covenant, which is poured out for many for the forgiveness of sins.” As he did so, they all drank from it, and simultaneously a dispute arose among them as to which of them it might be who would do this, alongside a further dispute about who was considered greatest. Jesus said to them, “The kings of the Gentiles lord it over them; and those who exercise authority over them call themselves Benefactors. But you are not to be like that. Instead, the greatest among you should be like the youngest, and the one who rules like the one who serves. For who is greater, the one who is at the table or the one who serves? Is it not the one who is at the table? But I am among you as one who serves. You are those who have stood by me in my trials.” Then his disciples said, “Now you are speaking clearly and without figures of speech. Now we can see that you know all things and that you do not even need to have anyone ask you questions. This makes us believe that you came from God,” and Jesus answered, “You believe at last",,,,
E144:c144,144,0,yes,mark,Mark Mark 14:25; Matthew Matthew 26:29,"[Mark] ""I tell you the truth, I will not drink again of the fruit of the vine until that day when I drink it anew in the kingdom of God.""  ||  [Matthew] I tell you, I will not drink of this fruit of the vine from now on until that day when I drink it anew with you in my Father's kingdom.""","I tell you the truth, I will not drink again of the fruit of the vine until that day when I drink it anew in the kingdom of God, and I tell you, I will not drink of this fruit of the vine from now on until that day when I drink it anew with you in my Father’s kingdom.",,,,
E145:c145,145,0,yes,luke,Luke Luke 22:29-30; Matthew Matthew 26:30,"[Luke] And I confer on you a kingdom, just as my Father conferred one on me, so that you may eat and drink at my table in my kingdom and sit on thrones, judging the twelve tribes of Israel.  ||  [Matthew] When they had sung a hymn, they went out to the Mount of Olives.","And I confer on you a kingdom, just as my Father conferred one on me, so that you may eat and drink at my table in my kingdom and sit on thrones, judging the twelve tribes of Israel; and when they had sung a hymn, they went out to the Mount of Olives.",,,,
E146:c146,146,1,yes,john,John John 16:32-33; Matthew Matthew 26:31; Mark Mark 14:26-27; Luke Luke 22:31,"[John] ""But a time is coming, and has come, when you will be scattered, each to his own home. You will leave me all alone. Yet I am not alone, for my Father is with me. ""I have told you these things, so that in me you may have peace. In this world you will have trouble. But take heart! I have overcome the world.""  ||  [Matthew] Then Jesus told them, ""This very night you will all fall away on account of me, for it is written: ""'I will strike the shepherd, and the sheep of the flock will be scattered.'  ||  [Mark] When they had sung a hymn, they went out to the Mount of Olives. ""You will all fall away,"" Jesus told them, ""for it is written: ""'I will strike the shepherd, and the sheep will be scattered.'  ||  [Luke] ""Simon, Simon, Satan has asked to sift you as wheat.","But a time is coming, and has come, when each would leave alone to his own home, and Jesus told them, “This very night you will all fall away on account of me, for it is written: ‘I will strike the shepherd, and the sheep of the flock will be scattered.’ He continued, ""You will all fall away,” adding, “for it is written: ‘I will strike the shepherd, and the sheep will be scattered.’ Yet I am not alone, for my Father is with me. And Simon, Simon, Satan has asked to sift you as wheat. In this world you will have trouble. Take heart! I have overcome the world.”",,,,
E147:c147,147,0,yes,mark,Mark Mark 14:28; Mark 14:29; Matthew Matthew 26:32; Matthew 26:33; Luke Luke 22:32-33,"[Mark] But after I have risen, I will go ahead of you into Galilee."" Peter declared, ""Even if all fall away, I will not.""  ||  [Matthew] But after I have risen, I will go ahead of you into Galilee."" Peter replied, ""Even if all fall away on account of you, I never will.""  ||  [Luke] But I have prayed for you, Simon, that your faith may not fail. And when you have turned back, strengthen your brothers."" But he replied, ""Lord, I am ready to go with you to prison and to death.""","But after I have risen, I will go ahead of you into Galilee,” Peter declared, “Even if all fall away, I will not.” Peter replied, “But after I have risen, I will go ahead of you into Galilee.” Even if all fall away on account of you, I never will. And I have prayed for you, Simon, that your faith may not fail. But he replied, “Lord, I am ready to go with you to prison and to death.”",,,,
E148:c148,148,0,yes,mark,Mark Mark 14:30; Matthew Matthew 26:34; Luke Luke 22:34; John John 17:1-6,"[Mark] ""I tell you the truth,"" Jesus answered, ""today--yes, tonight--before the rooster crows twice you yourself will disown me three times.""  ||  [Matthew] ""I tell you the truth,"" Jesus answered, ""this very night, before the rooster crows, you will disown me three times.""  ||  [Luke] Jesus answered, ""I tell you, Peter, before the rooster crows today, you will deny three times that you know me.""  ||  [John] After Jesus said this, he looked toward heaven and prayed: ""Father, the time has come. Glorify your Son, that your Son may glorify you. For you granted him authority over all people that he might give eternal life to all those you have given him. Now this is eternal life: that they may know you, the only true God, and Jesus Christ, whom you have sent. I have brought you glory on earth by completing the work you gave me to do. And now, Father, glorify me in your presence with the glory I had with you before the world began. ""I have revealed you to those whom you gave me out of the world. They were yours; you gave them to me and they have obeyed your word.","“I tell you the truth,” Jesus answered, stating that tonight, before the rooster crows, Peter would disown him three times. He looked toward heaven and prayed: “Father, the time has come. Glorify your Son, that your Son may glorify you. For you granted him authority over all people that he might give eternal life to all those you have given him. Now this is eternal life: that they may know you, the only true God, and Jesus Christ, whom you have sent. I have brought you glory on earth by completing the work you gave me to do. And now, Father, glorify me in your presence with the glory I had with you before the world began. I have revealed you to those whom you gave me out of the world. They were yours; you gave them to me and they have obeyed your word.” Peter answered, “I tell you, before the rooster crows today, you will deny three times that you know me.”",,,,
